areacd,areanm,parentcd,xmin,ymin,xmax,ymax
E02001953,King's Norton,E08000025,-1.959,52.393,-1.928,52.414
E02001954,Hawkesley,E08000025,-1.951,52.387,-1.918,52.404
E02001955,Longbridge South,E08000025,-2.006,52.381,-1.979,52.409
E02001956,Rubery East,E08000025,-2.018,52.385,-1.999,52.404
E02001957,West Heath,E08000025,-1.983,52.387,-1.953,52.4
E02001958,Longford,E08000026,-1.504,52.442,-1.46,52.459
E02001959,Keresley,E08000026,-1.554,52.437,-1.51,52.465
E02001961,Bell Green,E08000026,-1.484,52.429,-1.467,52.448
E02001962,Little Heath,E08000026,-1.501,52.43,-1.478,52.45
E02001963,Whitmore Park,E08000026,-1.541,52.431,-1.521,52.447
E02001964,Henley Green & Wood End,E08000026,-1.472,52.425,-1.442,52.456
E02001965,Walsgrave & Woodway Park,E08000026,-1.461,52.424,-1.427,52.442
E02001966,Foleshill West,E08000026,-1.51,52.422,-1.488,52.439
E02001967,Brownshill Green,E08000026,-1.614,52.416,-1.533,52.462
E02001968,Radford East,E08000026,-1.523,52.42,-1.501,52.442
E02001969,Radford West,E08000026,-1.529,52.417,-1.516,52.435
E02001970,Wyken Croft,E08000026,-1.478,52.419,-1.444,52.434
E02001971,Coundon,E08000026,-1.541,52.417,-1.525,52.433
E02001972,Foleshill East,E08000026,-1.513,52.412,-1.485,52.432
E02001973,Stoke Heath,E08000026,-1.488,52.411,-1.474,52.433
E02001974,Sherbourne,E08000026,-1.553,52.409,-1.523,52.43
E02001975,Ravensdale,E08000026,-1.472,52.409,-1.446,52.423
E02001976,Clifford Park,E08000026,-1.463,52.403,-1.424,52.436
E02001977,Naul's Mill & Bishopsgate Green,E08000026,-1.53,52.408,-1.506,52.428
E02001978,Barras Heath,E08000026,-1.485,52.408,-1.465,52.423
E02001979,Allesley Park,E08000026,-1.57,52.412,-1.546,52.422
E02001980,Allesley Green & Lower Eastern Green,E08000026,-1.588,52.407,-1.559,52.426
E02001981,Hillfields,E08000026,-1.511,52.407,-1.487,52.422
E02001982,Eastern Green & Tanyard Farm,E08000026,-1.606,52.4,-1.579,52.422
E02001983,Whoberley,E08000026,-1.562,52.398,-1.53,52.414
E02001984,Copsewood,E08000026,-1.484,52.398,-1.459,52.411
E02001985,Lower Stoke & Gosford Park,E08000026,-1.504,52.396,-1.48,52.413
E02001986,Tile Hill,E08000026,-1.597,52.398,-1.571,52.415
E02001987,Chapelfields,E08000026,-1.543,52.401,-1.523,52.409
E02001988,Central Coventry,E08000026,-1.527,52.395,-1.494,52.413
E02001989,Earl Place & Lime Tree Park,E08000026,-1.574,52.395,-1.556,52.41
E02001990,Binley,E08000026,-1.461,52.393,-1.431,52.41
E02001991,Earlsdon & Canley Gardens,E08000026,-1.557,52.386,-1.516,52.402
E02001992,Ernesford Grange & Stoke Aldermoor,E08000026,-1.481,52.385,-1.435,52.405
E02001993,Canley & Westwood Heath,E08000026,-1.604,52.383,-1.554,52.402
E02001994,Cheylesmore Daventry Road,E08000026,-1.517,52.386,-1.494,52.401
E02001995,Whitley & Tollbar End,E08000026,-1.501,52.373,-1.46,52.407
E02001996,Willenhall,E08000026,-1.475,52.376,-1.447,52.392
E02001997,Stivichall & Finham,E08000026,-1.521,52.369,-1.494,52.392
E02001998,Finham Park,E08000026,-1.537,52.374,-1.516,52.389
E02001999,Cannon Park & University,E08000026,-1.568,52.364,-1.529,52.394
E02002000,Coseley Wallbrook,E08000027,-2.094,52.53,-2.072,52.557
E02002001,Sedgley East,E08000027,-2.133,52.536,-2.103,52.557
E02002002,Sedgley West,E08000027,-2.14,52.529,-2.119,52.558
E02002003,West Coseley,E08000027,-2.106,52.526,-2.085,52.548
E02002004,Woodsetton,E08000027,-2.122,52.523,-2.098,52.54
E02002005,Dudley Priory & Wrens Nest,E08000027,-2.107,52.511,-2.063,52.532
E02002006,Upper Gornal & Ruiton,E08000027,-2.132,52.513,-2.109,52.532
E02002007,Lower Gornal & The Straits,E08000027,-2.152,52.509,-2.122,52.532
E02002008,Dibdale,E08000027,-2.133,52.506,-2.093,52.525
E02002009,Kates Hill,E08000027,-2.084,52.501,-2.057,52.514
E02002010,New Dock & Eve Hill,E08000027,-2.109,52.494,-2.082,52.519
E02002011,Kingswinford North,E08000027,-2.18,52.498,-2.142,52.515
E02002012,Russell's Hall,E08000027,-2.132,52.494,-2.101,52.512
E02002013,Wall Heath,E08000027,-2.192,52.493,-2.163,52.515
E02002014,Dixons Green,E08000027,-2.092,52.492,-2.063,52.51
E02002015,Pensett & Kingswinford East,E08000027,-2.168,52.491,-2.131,52.514
E02002016,Brockmoor & Woodside,E08000027,-2.143,52.486,-2.096,52.505
E02002017,Netherton,E08000027,-2.099,52.479,-2.064,52.507
E02002018,Kingswinford South,E08000027,-2.185,52.483,-2.14,52.497
E02002019,Dudley Wood & Saltwells,E08000027,-2.107,52.476,-2.073,52.493
E02002020,Wordsley & Buckpool,E08000027,-2.178,52.475,-2.136,52.49
E02002021,Brierley Hill,E08000027,-2.142,52.474,-2.106,52.493
E02002022,Hawbush,E08000027,-2.159,52.467,-2.126,52.484
E02002023,Ashwood,E08000027,-2.176,52.469,-2.155,52.482
E02002024,Quarry Bank,E08000027,-2.116,52.461,-2.08,52.481
E02002025,Shell Corner & Hurst Green,E08000027,-2.047,52.455,-2.018,52.481
E02002026,Amblecote East,E08000027,-2.134,52.46,-2.109,52.475
E02002027,Withymoor Village,E08000027,-2.145,52.461,-2.124,52.474
E02002028,Wollaston,E08000027,-2.175,52.458,-2.155,52.472
E02002029,Quinton West,E08000027,-2.038,52.454,-2.013,52.476
E02002030,Amblecote West & Stambermill,E08000027,-2.159,52.454,-2.121,52.47
E02002031,Cradley West & Hayes Lane,E08000027,-2.113,52.45,-2.086,52.471
E02002032,Cradley East,E08000027,-2.103,52.448,-2.07,52.467
E02002033,Hawne,E08000027,-2.075,52.446,-2.039,52.468
E02002034,Stourbridge Town & Old Quarter,E08000027,-2.168,52.45,-2.134,52.462
E02002035,Halesowen East,E08000027,-2.049,52.427,-2.012,52.463
E02002036,Lye & Wynall,E08000027,-2.129,52.441,-2.092,52.463
E02002037,Norton North,E08000027,-2.176,52.442,-2.152,52.459
E02002038,Halesowen Town,E08000027,-2.069,52.44,-2.036,52.454
E02002039,Oldswinford & Pedmore,E08000027,-2.151,52.438,-2.123,52.455
E02002040,Norton South,E08000027,-2.174,52.426,-2.139,52.452
E02002041,Pedmore Fields,E08000027,-2.144,52.426,-2.109,52.454
E02002042,Hayley Green,E08000027,-2.097,52.427,-2.059,52.453
E02002043,Wood Green & Old Park,E08000028,-2.03,52.553,-2,52.569
E02002044,Yew Tree & Tamebridge,E08000028,-1.978,52.55,-1.952,52.563
E02002045,Woods & Mesty Croft,E08000028,-2.015,52.547,-1.978,52.565
E02002046,Friar Park,E08000028,-2.002,52.547,-1.977,52.558
E02002047,Wednesbury,E08000028,-2.049,52.541,-2.007,52.561
E02002048,Great Barr,E08000028,-1.957,52.544,-1.918,52.561
E02002049,Princes End & Willingsworth,E08000028,-2.074,52.538,-2.037,52.554
E02002051,Ocker Hill,E08000028,-2.057,52.531,-2.034,52.545
E02002052,Stone Cross & Hateley Heath,E08000028,-2.011,52.53,-1.98,52.55
E02002053,Hamstead East,E08000028,-1.948,52.531,-1.929,52.546
E02002054,Hamstead West,E08000028,-1.964,52.53,-1.936,52.544
E02002055,Wednesbury South,E08000028,-2.036,52.529,-2.001,52.55
E02002056,Tibbington,E08000028,-2.079,52.529,-2.047,52.547
E02002057,Tipton,E08000028,-2.08,52.517,-2.047,52.534
E02002058,Great Bridge & Dudley Port,E08000028,-2.066,52.514,-2.025,52.54
E02002059,West Bromwich North,E08000028,-2.01,52.513,-1.96,52.535
E02002060,Greets Green West,E08000028,-2.039,52.512,-2.006,52.533
E02002061,Greets Green East,E08000028,-2.018,52.506,-1.988,52.525
E02002062,West Bromwich East & Kenrick Park,E08000028,-2.003,52.506,-1.958,52.527
E02002063,North Tividale,E08000028,-2.066,52.493,-2.015,52.519
E02002064,Tividale,E08000028,-2.062,52.494,-2.026,52.512
E02002065,Smethwick North & West,E08000028,-1.999,52.492,-1.957,52.512
E02002066,Oldbury & Rood End,E08000028,-2.02,52.488,-1.988,52.51
E02002067,Rowley West,E08000028,-2.07,52.48,-2.048,52.507
E02002068,Smethwick East,E08000028,-1.973,52.482,-1.938,52.503
E02002069,Whiteheath,E08000028,-2.041,52.482,-2.016,52.498
E02002070,Smethwick South,E08000028,-1.983,52.482,-1.962,52.497
E02002071,Rowley East,E08000028,-2.058,52.479,-2.034,52.499
E02002072,Langley Green,E08000028,-2.025,52.476,-2.001,52.496
E02002073,Warley East,E08000028,-1.994,52.478,-1.97,52.496
E02002074,Warley West,E08000028,-2.006,52.474,-1.99,52.491
E02002075,Blackheath,E08000028,-2.058,52.471,-2.023,52.485
E02002076,Bearwood & Warley Woods,E08000028,-1.989,52.466,-1.965,52.483
E02002077,Old Hill,E08000028,-2.084,52.463,-2.044,52.486
E02002078,Warley South,E08000028,-2.003,52.464,-1.982,52.479
E02002079,Brandhall,E08000028,-2.023,52.462,-1.993,52.482
E02002080,Cradley Heath,E08000028,-2.097,52.461,-2.055,52.476
E02002081,Castle Bromwich West,E08000029,-1.799,52.501,-1.756,52.514
E02002082,Smith's Wood North,E08000029,-1.76,52.502,-1.743,52.513
E02002083,Castle Bromwich East,E08000029,-1.776,52.5,-1.752,52.514
E02002084,Smith's Wood South,E08000029,-1.759,52.492,-1.733,52.51
E02002085,Kingshurst,E08000029,-1.764,52.482,-1.735,52.496
E02002086,Chelmsley Wood West,E08000029,-1.749,52.472,-1.73,52.492
E02002087,Fordbridge,E08000029,-1.76,52.472,-1.742,52.487
E02002088,Chelmsley Wood East,E08000029,-1.742,52.469,-1.715,52.49
E02002089,Marston Green & Airport,E08000029,-1.764,52.432,-1.686,52.478
E02002090,Lyndon North,E08000029,-1.808,52.445,-1.783,52.458
E02002091,Elmdon Park,E08000029,-1.788,52.432,-1.75,52.451
E02002092,Lyndon South,E08000029,-1.804,52.434,-1.782,52.451
E02002093,Olton & Kineton Green,E08000029,-1.83,52.423,-1.801,52.447
E02002094,Ulverley Green & Langley,E08000029,-1.83,52.421,-1.786,52.44
E02002095,Elmdon Heath & Catherine-de-Barnes,E08000029,-1.784,52.393,-1.7,52.444
E02002096,Lode Heath,E08000029,-1.803,52.408,-1.757,52.434
E02002097,"Meriden, Hampton-in-Arden & Temple Balsall",E08000029,-1.723,52.351,-1.593,52.464
E02002098,Shirley East,E08000029,-1.833,52.402,-1.806,52.423
E02002099,Central Solihull & Sharmans Cross,E08000029,-1.814,52.402,-1.764,52.423
E02002101,Solihull Lodge,E08000029,-1.869,52.399,-1.838,52.411
E02002102,Blossomfield,E08000029,-1.825,52.391,-1.792,52.41
E02002103,Shirley Heath,E08000029,-1.845,52.393,-1.819,52.406
E02002104,Monkspath North,E08000029,-1.8,52.39,-1.76,52.412
E02002105,Balsall Common,E08000029,-1.688,52.369,-1.6,52.43
E02002106,Knowle,E08000029,-1.766,52.365,-1.716,52.413
E02002107,Monkspath South,E08000029,-1.808,52.38,-1.772,52.398
E02002108,Dorridge,E08000029,-1.786,52.355,-1.738,52.397
E02002109,"Dickens Heath, Cheswick Green & Hockley Heath",E08000029,-1.872,52.348,-1.772,52.399
E02002110,Brownhills West & Clayhanger,E08000030,-1.965,52.623,-1.928,52.663
E02002111,Brownhills,E08000030,-1.94,52.637,-1.909,52.662
E02002112,Pelsall North,E08000030,-1.991,52.625,-1.957,52.642
E02002113,Walsall Wood,E08000030,-1.964,52.62,-1.905,52.65
E02002114,Pelsall South,E08000030,-1.985,52.612,-1.956,52.634
E02002115,Little Bloxwich,E08000030,-2.01,52.616,-1.98,52.638
E02002116,Aldridge North,E08000030,-1.936,52.611,-1.894,52.636
E02002117,Bloxwich Central & North,E08000030,-2.026,52.609,-2.003,52.635
E02002118,Bloxwich North West,E08000030,-2.036,52.612,-2.009,52.629
E02002119,Shelfield,E08000030,-1.967,52.609,-1.943,52.625
E02002120,Ashmore,E08000030,-2.053,52.605,-2.032,52.621
E02002121,Blakenall North,E08000030,-2.004,52.606,-1.981,52.621
E02002122,Blakenall South,E08000030,-1.994,52.601,-1.971,52.624
E02002123,New Invention,E08000030,-2.048,52.603,-2.023,52.618
E02002124,Aldridge Central,E08000030,-1.938,52.598,-1.885,52.623
E02002125,Rushall,E08000030,-1.971,52.597,-1.927,52.622
E02002126,Bloxwich South,E08000030,-2.023,52.599,-1.989,52.614
E02002127,Walsall Ryecroft,E08000030,-1.997,52.591,-1.967,52.617
E02002128,Short Heath East,E08000030,-2.045,52.594,-2.015,52.609
E02002129,Short Heath West,E08000030,-2.063,52.59,-2.032,52.606
E02002130,Leamore,E08000030,-2.018,52.589,-1.994,52.604
E02002131,Aldridge South,E08000030,-1.953,52.574,-1.888,52.604
E02002132,Bentley,E08000030,-2.035,52.584,-2.014,52.596
E02002133,Walsall North East,E08000030,-1.983,52.583,-1.941,52.601
E02002134,Willenhall Park,E08000030,-2.078,52.579,-2.039,52.598
E02002135,Walsall West,E08000030,-2.015,52.577,-1.984,52.595
E02002136,Willenhall Town,E08000030,-2.063,52.572,-2.03,52.593
E02002137,Streetly North,E08000030,-1.896,52.572,-1.873,52.599
E02002138,Walsall East,E08000030,-1.974,52.573,-1.947,52.589
E02002139,Walsall Central,E08000030,-1.998,52.568,-1.963,52.599
E02002140,Pleck,E08000030,-2.019,52.565,-1.992,52.584
E02002141,Streetly South,E08000030,-1.91,52.561,-1.877,52.582
E02002142,Darlaston East,E08000030,-2.039,52.565,-2.011,52.586
E02002143,Palfrey,E08000030,-2,52.561,-1.977,52.579
E02002144,Walsall South East,E08000030,-1.965,52.557,-1.93,52.578
E02002145,Darlaston Central,E08000030,-2.05,52.559,-2.025,52.58
E02002146,The Delves,E08000030,-1.987,52.556,-1.952,52.572
E02002147,Darlaston West,E08000030,-2.062,52.552,-2.033,52.573
E02002148,Pheasey & Sutton Road,E08000030,-1.949,52.547,-1.893,52.588
E02002149,Bushbury,E08000031,-2.132,52.615,-2.099,52.638
E02002150,Fordhouses,E08000031,-2.152,52.617,-2.125,52.637
E02002151,Pendeford,E08000031,-2.163,52.613,-2.143,52.63
E02002152,Bushbury Hill,E08000031,-2.112,52.608,-2.081,52.629
E02002153,Ashmore Park,E08000031,-2.073,52.609,-2.048,52.622
E02002154,Oxley Park,E08000031,-2.146,52.602,-2.119,52.622
E02002155,Low Hill,E08000031,-2.124,52.601,-2.106,52.618
E02002156,Wood End,E08000031,-2.105,52.602,-2.076,52.617
E02002157,Tettenhall North,E08000031,-2.175,52.597,-2.145,52.62
E02002158,Wednesfield North East,E08000031,-2.083,52.598,-2.051,52.613
E02002159,Park Lane,E08000031,-2.122,52.596,-2.104,52.611
E02002160,Wednesfield Town,E08000031,-2.101,52.586,-2.052,52.607
E02002161,Whitmore Reans & Dunstall Hill,E08000031,-2.16,52.595,-2.122,52.608
E02002162,Tettenhall South,E08000031,-2.197,52.585,-2.16,52.609
E02002163,Heath Town,E08000031,-2.119,52.585,-2.085,52.609
E02002164,Waterloo Road,E08000031,-2.148,52.589,-2.126,52.6
E02002165,West Park,E08000031,-2.165,52.583,-2.133,52.597
E02002166,East Park,E08000031,-2.114,52.572,-2.085,52.593
E02002167,Castlecroft,E08000031,-2.207,52.574,-2.171,52.592
E02002168,Wolverhampton Central,E08000031,-2.154,52.572,-2.113,52.603
E02002169,Compton & Merryhill North,E08000031,-2.176,52.568,-2.148,52.593
E02002170,Bilston North West,E08000031,-2.079,52.571,-2.055,52.585
E02002171,Bilston North East,E08000031,-2.095,52.569,-2.071,52.589
E02002174,Bradmore,E08000031,-2.164,52.561,-2.139,52.58
E02002175,Bilston Lunt & Loxdale,E08000031,-2.084,52.56,-2.05,52.575
E02002176,Merryhill South,E08000031,-2.183,52.554,-2.165,52.579
E02002177,Ettingshall,E08000031,-2.118,52.551,-2.077,52.575
E02002178,Goldthorn Park,E08000031,-2.15,52.554,-2.119,52.571
E02002179,Upper Penn,E08000031,-2.173,52.554,-2.143,52.57
E02002180,Ettingshall Park,E08000031,-2.122,52.547,-2.095,52.566
E02002181,Bradley,E08000031,-2.08,52.547,-2.051,52.566
E02002182,Woodcross,E08000031,-2.114,52.544,-2.089,52.559
E02002183,Addingham & Ilkley Moor,E08000032,-1.931,53.9,-1.778,53.963
E02002184,Ilkley & Ben Rhydding,E08000032,-1.854,53.915,-1.782,53.941
E02002185,Burley-in-Wharfedale,E08000032,-1.782,53.896,-1.727,53.925
E02002186,Steeton & Silsden,E08000032,-1.981,53.876,-1.861,53.957
E02002187,Menston & Burley Moor,E08000032,-1.818,53.885,-1.717,53.915
E02002188,Riddlesden & East Morton,E08000032,-1.909,53.862,-1.818,53.907
E02002189,Keighley Utley,E08000032,-1.94,53.867,-1.901,53.889
E02002190,Keighley Central & East,E08000032,-1.92,53.844,-1.855,53.878
E02002191,Keighley Oakworth Road & West Lane,E08000032,-1.941,53.858,-1.913,53.873
E02002192,Crossflatts & Eldwick,E08000032,-1.855,53.848,-1.761,53.9
E02002193,Keighley South,E08000032,-1.928,53.84,-1.898,53.865
E02002194,Keighley Exley Head,E08000032,-1.942,53.844,-1.917,53.864
E02002195,Baildon North,E08000032,-1.807,53.846,-1.736,53.869
E02002196,Oakworth & Laycock,E08000032,-2.003,53.837,-1.925,53.887
E02002197,Bingley Town,E08000032,-1.902,53.838,-1.817,53.862
E02002198,Baildon South,E08000032,-1.789,53.837,-1.743,53.856
E02002199,Thackley & Esholt,E08000032,-1.753,53.833,-1.693,53.866
E02002200,Saltaire & Baildon West,E08000032,-1.829,53.822,-1.777,53.854
E02002201,Idle,E08000032,-1.752,53.825,-1.704,53.842
E02002202,Shipley Town,E08000032,-1.798,53.82,-1.759,53.841
E02002203,Windhill,E08000032,-1.779,53.819,-1.747,53.843
E02002204,"Cottingley, Harden & Wilsden",E08000032,-1.884,53.811,-1.807,53.846
E02002205,Haworth & Oxenhope,E08000032,-2.061,53.784,-1.915,53.872
E02002206,Wrose & Bolton Woods,E08000032,-1.765,53.817,-1.734,53.832
E02002207,Frizinghall & Heaton Grove,E08000032,-1.788,53.815,-1.765,53.831
E02002208,Eccleshill,E08000032,-1.737,53.816,-1.709,53.831
E02002209,Ravenscliffe,E08000032,-1.721,53.807,-1.705,53.831
E02002210,Bolton Road & Kings Road,E08000032,-1.757,53.809,-1.733,53.822
E02002211,Heaton Highgate,E08000032,-1.807,53.81,-1.775,53.827
E02002212,Chellow Heights,E08000032,-1.832,53.803,-1.799,53.823
E02002213,Cullingworth & Denholme,E08000032,-1.937,53.781,-1.86,53.844
E02002214,Haigh Fold,E08000032,-1.737,53.806,-1.716,53.82
E02002215,Toller Lane & Infirmary,E08000032,-1.804,53.801,-1.777,53.812
E02002216,Manningham & Lister Park,E08000032,-1.779,53.802,-1.755,53.819
E02002217,Undercliffe,E08000032,-1.754,53.8,-1.723,53.812
E02002218,Allerton,E08000032,-1.849,53.795,-1.808,53.822
E02002219,Girlington,E08000032,-1.804,53.799,-1.782,53.807
E02002220,Thornbury,E08000032,-1.726,53.794,-1.701,53.81
E02002221,Central Bradford & Barkerend West,E08000032,-1.773,53.789,-1.728,53.81
E02002222,Fairweather Green,E08000032,-1.822,53.79,-1.792,53.805
E02002223,Brown Royd,E08000032,-1.8,53.787,-1.766,53.805
E02002224,Barkerend East,E08000032,-1.731,53.79,-1.708,53.803
E02002225,Thornton,E08000032,-1.895,53.774,-1.808,53.815
E02002226,Shearbridge & University,E08000032,-1.787,53.781,-1.753,53.798
E02002227,Broomfields & East Bowling,E08000032,-1.757,53.777,-1.728,53.798
E02002228,Laisterdyke & Bowling,E08000032,-1.738,53.772,-1.707,53.793
E02002229,Clayton,E08000032,-1.853,53.772,-1.8,53.794
E02002230,Holme Top,E08000032,-1.77,53.775,-1.746,53.79
E02002231,Scholemoor,E08000032,-1.827,53.762,-1.784,53.792
E02002232,Great Horton & Brackenhill,E08000032,-1.8,53.772,-1.773,53.784
E02002233,Canterbury,E08000032,-1.78,53.772,-1.761,53.784
E02002234,Holme Wood,E08000032,-1.721,53.769,-1.697,53.783
E02002235,Bowling Park,E08000032,-1.762,53.768,-1.724,53.779
E02002236,Wibsey St Enoch's,E08000032,-1.791,53.765,-1.766,53.776
E02002237,Horton Bank,E08000032,-1.81,53.762,-1.784,53.777
E02002238,Bankfoot,E08000032,-1.778,53.762,-1.75,53.774
E02002239,Bierley & Tong,E08000032,-1.749,53.747,-1.64,53.786
E02002240,Queensbury,E08000032,-1.873,53.748,-1.815,53.779
E02002241,Buttershaw,E08000032,-1.807,53.751,-1.767,53.769
E02002242,Low Moor,E08000032,-1.776,53.746,-1.736,53.77
E02002243,Wyke,E08000032,-1.796,53.724,-1.746,53.755
E02002244,Illingworth & Ogden,E08000033,-1.951,53.749,-1.866,53.788
E02002245,Mixenden,E08000033,-1.933,53.743,-1.889,53.774
E02002246,Northowram & Shelf,E08000033,-1.854,53.729,-1.792,53.764
E02002247,Hebden Bridge,E08000033,-2.136,53.704,-1.952,53.826
E02002248,Wheatley & Ovenden West,E08000033,-1.902,53.732,-1.878,53.754
E02002249,Ovenden East,E08000033,-1.886,53.73,-1.867,53.75
E02002250,Mytholmroyd & Cragg Vale,E08000033,-2.055,53.674,-1.92,53.786
E02002251,Central Halifax & Boothtown,E08000033,-1.877,53.717,-1.814,53.753
E02002252,Norton Tower & Mount Tabor,E08000033,-1.933,53.714,-1.891,53.752
E02002253,Pellon West & Highroad Well,E08000033,-1.908,53.718,-1.882,53.735
E02002254,Hipperholme,E08000033,-1.828,53.715,-1.788,53.745
E02002255,Pellon East,E08000033,-1.887,53.716,-1.865,53.732
E02002256,Todmorden West & Cornholme,E08000033,-2.173,53.693,-2.083,53.75
E02002257,King Cross,E08000033,-1.895,53.714,-1.875,53.723
E02002258,Clifton & Bailiff Bridge,E08000033,-1.799,53.68,-1.727,53.743
E02002259,Savile Park,E08000033,-1.895,53.702,-1.863,53.718
E02002260,Sowerby Bridge,E08000033,-1.929,53.701,-1.889,53.722
E02002261,Southowram & Siddal,E08000033,-1.866,53.692,-1.814,53.727
E02002262,Brighouse,E08000033,-1.829,53.693,-1.769,53.718
E02002263,Sowerby & Luddendenfoot,E08000033,-1.992,53.685,-1.917,53.728
E02002264,Skircoat Green,E08000033,-1.885,53.696,-1.853,53.715
E02002265,Todmorden East & Walsden,E08000033,-2.148,53.67,-2.03,53.729
E02002266,Rastrick East,E08000033,-1.793,53.683,-1.76,53.7
E02002267,Rastrick West,E08000033,-1.831,53.672,-1.786,53.704
E02002268,Elland,E08000033,-1.869,53.669,-1.819,53.706
E02002269,Greetland & Stainland,E08000033,-1.918,53.645,-1.844,53.701
E02002270,"Ripponden, Rishworth & Barkisland",E08000033,-2.055,53.615,-1.878,53.708
E02002271,Birkenshaw,E08000034,-1.73,53.737,-1.667,53.765
E02002272,Birstall,E08000034,-1.68,53.722,-1.632,53.752
E02002273,Scholes & Hunsworth,E08000034,-1.77,53.718,-1.692,53.751
E02002274,Gomersal,E08000034,-1.713,53.722,-1.668,53.741
E02002275,Cleckheaton,E08000034,-1.736,53.712,-1.698,53.732
E02002276,"Wilton Park, Carlinghow & Brookroyd",E08000034,-1.667,53.71,-1.627,53.733
E02002277,Upper Batley & Soothill,E08000034,-1.635,53.703,-1.571,53.724
E02002278,Hightown & Hartshead Moor,E08000034,-1.747,53.707,-1.696,53.725
E02002279,"Liversedge, Littletown & Millbridge",E08000034,-1.704,53.705,-1.667,53.726
E02002280,Batley Central,E08000034,-1.652,53.707,-1.627,53.723
E02002281,Heckmondwike North,E08000034,-1.684,53.699,-1.657,53.723
E02002282,Staincliffe & Healey,E08000034,-1.661,53.701,-1.641,53.716
E02002283,Batley Carr & Mount Pleasant,E08000034,-1.642,53.697,-1.617,53.711
E02002284,Shaw Cross & Hanging Heaton,E08000034,-1.63,53.694,-1.584,53.713
E02002285,"Heckmondwike Town, Norristhorpe & Roberttown",E08000034,-1.74,53.683,-1.665,53.71
E02002286,Dewsbury Moor Upper,E08000034,-1.667,53.691,-1.642,53.706
E02002287,Dewsbury Central & Westborough,E08000034,-1.652,53.688,-1.621,53.702
E02002288,Earlsheaton & Chickenley,E08000034,-1.627,53.677,-1.592,53.699
E02002289,Dewsbury Moor Lower & Westtown,E08000034,-1.666,53.678,-1.635,53.694
E02002290,Northorpe & Crossley,E08000034,-1.702,53.674,-1.661,53.697
E02002291,Battyeford,E08000034,-1.727,53.677,-1.691,53.694
E02002292,Bradley & North Fixby,E08000034,-1.8,53.671,-1.732,53.694
E02002293,Ravensthorpe,E08000034,-1.678,53.667,-1.638,53.686
E02002294,Dewsbury Savile Town & Thornhill Lees,E08000034,-1.647,53.664,-1.608,53.689
E02002295,Deighton & Brackenhall,E08000034,-1.779,53.665,-1.73,53.681
E02002296,Mirfield Central & Hopton,E08000034,-1.717,53.651,-1.661,53.684
E02002297,Cowcliffe & South Fixby,E08000034,-1.828,53.658,-1.778,53.681
E02002298,Thornhill,E08000034,-1.675,53.642,-1.59,53.677
E02002299,Huddersfield Leeds Road & Fartown,E08000034,-1.787,53.643,-1.745,53.672
E02002300,North Lindley & Birchencliffe,E08000034,-1.854,53.656,-1.818,53.673
E02002301,Birkby,E08000034,-1.803,53.655,-1.777,53.666
E02002302,Kirkheaton,E08000034,-1.739,53.635,-1.697,53.684
E02002303,Oakes & South Lindley,E08000034,-1.835,53.648,-1.806,53.663
E02002304,Edgerton & Marsh,E08000034,-1.811,53.646,-1.782,53.66
E02002305,Rawthorpe,E08000034,-1.769,53.643,-1.745,53.662
E02002306,"Scapegoat Hill, Outlane & West Golcar",E08000034,-1.897,53.628,-1.839,53.664
E02002307,Dalton Long Lane,E08000034,-1.761,53.644,-1.732,53.669
E02002308,Longwood & Quarmby,E08000034,-1.855,53.642,-1.815,53.659
E02002309,Paddock & Greenhead,E08000034,-1.822,53.638,-1.784,53.65
E02002310,Moldgreen & Ravensknowle Park,E08000034,-1.762,53.635,-1.733,53.646
E02002311,Golcar,E08000034,-1.864,53.627,-1.832,53.646
E02002312,"Aspley, Longley & University",E08000034,-1.796,53.625,-1.757,53.645
E02002313,Lockwood,E08000034,-1.81,53.628,-1.789,53.641
E02002314,Almondbury & Waterloo,E08000034,-1.778,53.617,-1.725,53.645
E02002315,Cowlersley & Milnsbridge,E08000034,-1.864,53.624,-1.812,53.644
E02002316,"Lepton, Grange Moor & Flockton",E08000034,-1.725,53.622,-1.61,53.656
E02002317,Crosland Moor,E08000034,-1.835,53.621,-1.797,53.639
E02002318,"Primrose Hill, Newsome & Berry Brow",E08000034,-1.799,53.611,-1.77,53.638
E02002319,Slaithwaite & Linthwaite,E08000034,-1.893,53.598,-1.838,53.634
E02002320,Netherton & South Crosland,E08000034,-1.841,53.608,-1.787,53.632
E02002321,Kirkburton & Farnley Tyas,E08000034,-1.777,53.584,-1.651,53.638
E02002322,Marsden & Pole Moor,E08000034,-2.009,53.555,-1.878,53.648
E02002323,Honley & Brockholes,E08000034,-1.831,53.583,-1.751,53.614
E02002324,Emley & Skelmanthorpe,E08000034,-1.68,53.584,-1.585,53.629
E02002325,Meltham,E08000034,-1.907,53.564,-1.813,53.623
E02002326,Shelley & Shepley,E08000034,-1.734,53.573,-1.66,53.613
E02002327,"Denby Dale, Cumberworth & Clayton West",E08000034,-1.714,53.553,-1.592,53.605
E02002328,Upperthong & Holmbridge,E08000034,-1.928,53.52,-1.77,53.594
E02002329,"Holmfirth, New Mill & Hepworth",E08000034,-1.809,53.534,-1.704,53.588
E02002330,Wetherby West,E08000035,-1.421,53.915,-1.383,53.943
E02002331,Wetherby East & Thorp Arch,E08000035,-1.399,53.9,-1.294,53.946
