areacd,resident,workday,home,within,to1cd,to1,to2cd,to2,to3cd,to3,to4cd,to4,to5cd,to5,from1cd,from1,from2cd,from2,from3cd,from3,from4cd,from4,from5cd,from5,toother,fromother
E07000032,59625,51065,5781,23506,E06000015,8364,E07000036,2533,E06000018,2163,E07000035,1986,E07000033,1677,E06000015,3692,E07000170,2568,E07000033,2513,E07000036,2170,E07000172,1733,13615,9102
E07000033,34676,27070,2886,8869,E07000034,3314,E07000032,2513,E07000170,2293,E07000174,1997,E07000171,1658,E07000174,2229,E07000170,2199,E07000034,1695,E07000032,1677,E07000038,1583,11146,5932
E07000034,48095,48585,3808,23428,E07000038,4423,E08000019,3137,E07000035,1958,E07000033,1695,E07000032,820,E07000038,8375,E07000033,3314,E08000019,3226,E07000035,1130,E08000018,677,8826,4627
E07000035,35354,33827,6559,14107,E06000015,1837,E08000019,1444,E07000037,1291,E07000032,1247,E07000034,1130,E07000032,1986,E07000034,1958,E07000038,1637,E06000015,1507,E07000037,1105,7739,4968
E07000036,55112,39471,4690,18158,E06000018,6560,E06000015,6348,E07000172,3968,E07000032,2170,E07000134,1891,E07000172,3761,E06000015,3194,E07000032,2533,E06000018,1801,E07000170,653,11327,4681
E07000037,45862,32544,5593,19288,E08000007,3324,E08000003,3314,E08000008,2735,E06000049,1709,E07000035,1105,E07000035,1291,E08000008,1287,E08000007,1060,E06000049,858,E08000019,510,8794,2657
E07000038,47132,27948,4799,9735,E08000019,8742,E07000034,8375,E07000035,1637,E07000032,1605,E07000033,1583,E07000034,4423,E08000019,3642,E07000033,1543,E08000018,748,E07000032,446,10656,2612
E07000039,48103,31000,5174,11520,E06000015,7897,E07000193,7129,E07000134,3995,E08000025,680,E06000018,626,E07000193,4025,E06000015,3517,E07000134,1443,E07000036,630,E07000032,526,11082,4165
E07000040,60554,49281,10383,26468,E07000041,11430,E07000042,927,E07000052,891,E07000189,767,E07000045,764,E07000041,4166,E07000042,1801,E07000045,1466,E07000189,627,E07000052,470,8924,3900
E07000041,57427,79715,4897,37667,E07000040,4166,E07000045,1870,E07000042,1499,E06000027,385,E06000026,373,E07000040,11430,E07000045,9258,E07000042,6738,E06000027,2127,E07000047,1339,6570,6259
E07000042,38866,27197,6981,14647,E07000041,6738,E07000040,1801,E07000190,1773,E07000043,670,E07000045,447,E07000041,1499,E07000040,927,E07000190,625,E07000043,593,E07000045,402,5809,1523
E07000043,45224,44293,7836,28722,E07000046,1640,E07000042,593,E07000041,588,E07000040,205,E07000190,134,E07000046,4987,E07000042,670,E07000040,177,E07000047,174,E06000052,165,5506,1562
E07000044,40479,39885,8102,14845,E06000026,6995,E06000027,1896,E07000045,1542,E07000041,869,E06000052,377,E06000026,9211,E06000027,2668,E07000045,1902,E06000052,1120,E07000047,461,5853,1576
E07000045,59453,45476,8819,24407,E07000041,9258,E06000027,4736,E07000044,1902,E07000040,1466,E06000026,1128,E06000027,5192,E07000041,1870,E07000044,1542,E06000026,866,E07000040,764,7737,2016
E07000046,29731,22000,6026,12399,E07000043,4987,E06000052,1052,E07000047,680,E07000041,405,E07000042,215,E07000043,1640,E06000052,775,E07000047,439,E08000032,192,E07000042,137,3967,392
E07000047,25527,19502,5419,9490,E06000026,2973,E07000041,1339,E06000052,1150,E07000044,461,E07000046,439,E06000052,1385,E06000026,1028,E07000046,680,E07000042,307,E07000045,289,4256,904
E07000048,20530,19033,2597,5759,E06000028,4062,E07000091,2330,E06000029,1233,E07000049,712,E06000045,308,E06000028,4781,E07000091,2056,E06000029,1334,E07000049,1188,E07000050,155,3529,1163
E07000049,40451,30742,6109,11102,E06000029,5875,E06000028,4106,E07000091,2490,E07000048,1188,E06000054,878,E06000028,3909,E06000029,3898,E07000091,1369,E07000050,918,E07000051,715,8703,2722
E07000050,33765,27334,5454,14918,E06000054,1886,E07000189,1396,E07000052,1373,E06000029,1330,E07000049,918,E07000189,1154,E06000054,1136,E07000052,850,E07000049,810,E06000029,662,6490,2350
E07000051,21662,18516,3227,7655,E06000029,4148,E07000052,972,E06000028,937,E07000049,715,E07000050,508,E06000029,2213,E07000052,1263,E07000053,1022,E06000028,791,E07000049,726,3500,1619
E07000052,46237,48707,8443,22205,E07000189,3410,E07000053,2163,E07000051,1263,E07000050,850,E06000029,686,E07000053,8355,E07000189,3721,E07000050,1373,E07000051,972,E07000040,891,7217,2747
E07000053,30170,19001,3046,12508,E07000052,8355,E07000051,1022,E07000189,469,E06000029,428,E07000050,215,E07000052,2163,E07000051,147,E07000091,138,E06000029,111,E07000050,92,4127,796
E06000047,228857,183683,21017,127585,E08000024,15709,E08000020,10267,E08000021,8682,E06000005,8552,E06000004,4176,E08000024,9409,E06000005,4629,E08000020,4317,E06000004,2513,E08000021,2311,32869,11902
E07000061,44793,40251,4497,23381,E07000065,4249,E07000063,1863,E06000043,1361,E07000064,985,E07000062,870,E07000065,6556,E07000064,1477,E07000063,1359,E07000062,1187,E06000043,765,7587,1029
E07000062,40924,32816,4462,20348,E07000064,5247,E07000061,1187,E07000065,831,E07000116,657,E07000063,341,E07000064,5091,E07000061,870,E07000065,710,E07000063,233,E07000116,176,7851,926
E07000063,46016,36041,6481,15157,E06000043,8478,E07000228,2131,E07000065,1812,E07000061,1359,E07000226,934,E06000043,4407,E07000065,3145,E07000061,1863,E07000228,1803,E07000223,487,9664,2698
E07000064,38065,28275,6541,12104,E07000062,5091,E07000065,1736,E07000116,1520,E07000061,1477,E07000105,502,E07000062,5247,E07000065,1381,E07000061,985,E07000116,485,E07000105,335,9094,1197
E07000065,71755,48613,12045,21579,E07000061,6556,E07000116,4119,E07000063,3145,E07000228,2375,E06000043,1517,E07000061,4249,E07000063,1812,E07000064,1736,E07000116,1586,E07000228,1358,20419,4248
E07000066,83490,74913,6629,32213,E09000001,4569,E06000034,3470,E07000070,3221,E07000068,2992,E09000030,2240,E06000034,5310,E07000069,5083,E07000070,4618,E06000033,4407,E07000075,3209,28156,13444
E07000067,74572,50812,8664,26964,E07000070,6854,E07000077,3830,E07000071,3665,E09000001,2049,E07000074,1363,E07000071,3617,E07000070,2634,E07000074,1339,E07000200,1142,E07000077,886,21183,5566
E07000068,36621,30892,4275,8872,E09000001,3037,E09000016,2375,E07000066,1970,E07000070,1656,E09000030,1389,E07000066,2992,E09000016,2706,E07000070,2523,E06000034,1278,E07000072,711,13047,7535
E07000069,41711,20875,3683,9725,E07000066,5083,E06000033,4869,E09000001,1920,E06000034,1638,E07000075,1554,E06000033,2577,E07000075,1479,E07000066,1331,E06000034,445,E07000070,411,13239,1224
E07000070,86925,75805,9002,36228,E07000066,4618,E09000001,4130,E07000067,2634,E07000068,2523,E09000030,1733,E07000067,6854,E07000074,4122,E07000066,3221,E07000071,2525,E07000068,1656,26057,12197
E07000071,86075,77026,8789,45269,E07000076,3784,E07000067,3617,E07000070,2525,E09000001,1859,E07000202,1434,E07000076,8737,E07000067,3665,E07000200,2440,E07000202,1315,E07000074,1137,18798,5674
E07000072,62256,41366,7327,12530,E09000001,3652,E09000026,3260,E09000033,2865,E09000030,2621,E09000031,2425,E07000073,2788,E09000026,2770,E09000031,2016,E07000095,1576,E07000097,1297,27576,11062
E07000073,40562,36287,2808,17485,E07000072,2788,E07000097,2737,E07000095,1398,E07000077,1002,E09000010,824,E07000097,3467,E07000072,2132,E07000077,1412,E07000095,1003,E07000070,528,11520,7452
E07000074,30543,20093,4201,9379,E07000070,4122,E07000067,1339,E07000066,1274,E07000071,1137,E09000001,830,E07000070,1727,E07000071,1384,E07000067,1363,E07000066,258,E07000075,196,8261,1585
E07000075,40878,22864,4112,8341,E06000033,8466,E07000066,3209,E09000001,2192,E07000069,1479,E07000070,1404,E06000033,4958,E07000069,1554,E07000066,1327,E07000070,658,E06000034,297,11675,1617
E07000076,55406,39328,6441,26124,E07000071,8737,E07000202,1071,E07000067,811,E07000070,672,E07000200,632,E07000071,3784,E07000200,670,E07000202,406,E07000067,391,E07000205,178,10918,1334
E07000077,41144,37022,6398,13006,E07000097,2972,E07000073,1412,E07000008,1383,E07000012,1321,E09000001,1296,E07000067,3830,E07000097,3418,E07000012,1178,E07000073,1002,E07000070,962,13356,7228
E07000078,59529,59786,6199,29462,E07000083,6313,E07000081,4454,E07000079,1768,E07000082,1191,E07000238,584,E07000083,8293,E07000081,5057,E07000082,1947,E07000079,1487,E07000080,1073,9558,6268
E07000079,42048,40174,8268,16221,E06000030,1915,E07000078,1487,E06000054,1398,E07000181,1052,E07000082,957,E07000082,2334,E06000054,1982,E06000030,1776,E07000078,1768,E07000238,1460,10750,6365
E07000080,39372,27004,5618,15379,E07000081,4036,E06000019,1678,W06000021,1661,E07000083,1646,E07000078,1073,E06000019,1178,W06000021,1070,E07000081,1054,E07000083,464,E07000078,311,8281,1930
E07000081,61652,59945,4439,29407,E07000083,7053,E07000078,5057,E07000082,4699,E07000080,1054,E07000079,948,E07000082,5492,E07000083,5457,E07000078,4454,E07000080,4036,E06000019,797,8995,5863
E07000082,57745,45592,8353,23998,E07000081,5492,E06000025,3132,E07000079,2334,E07000078,1947,E07000083,1791,E07000081,4699,E06000025,1568,E07000078,1191,E07000079,957,E07000083,946,10698,3880
E07000083,41849,43430,5331,12915,E07000078,8293,E07000081,5457,E07000082,946,E07000238,899,E07000079,873,E07000081,7053,E07000078,6313,E07000238,1865,E07000082,1791,E07000080,1646,7135,6516
E07000084,90556,78495,10185,42909,E06000037,7670,E07000089,2894,E06000038,2006,E07000094,1429,E07000093,1302,E06000037,2744,E07000089,2457,E07000093,2359,E07000094,1616,E07000085,1323,22161,14902
E07000085,58977,43187,8703,19022,E07000216,3866,E06000044,2474,E07000090,2359,E07000209,1804,E07000094,1753,E07000090,2961,E07000216,1671,E06000044,1669,E07000225,1159,E07000094,1136,18996,6866
E07000086,66048,58933,6277,20191,E06000045,11193,E07000094,8832,E07000093,2445,E07000087,2305,E07000091,1801,E06000045,12738,E07000093,3253,E07000087,3206,E07000094,3034,E07000091,2723,13004,7511
E07000087,56774,46730,5726,16395,E06000044,7819,E07000094,4943,E06000045,3460,E07000086,3206,E07000088,2878,E07000088,7090,E06000044,4223,E06000045,2485,E07000086,2305,E07000090,1944,12347,6562
E07000088,40213,23340,2921,13092,E07000087,7090,E06000044,5942,E07000094,1661,E07000086,1058,E07000090,947,E07000087,2878,E06000044,1318,E07000090,525,E07000094,353,E06000045,346,7502,1907
E07000089,48313,36574,7053,11051,E07000092,4675,E07000214,2972,E07000084,2457,E06000036,1959,E07000209,1294,E07000092,3238,E07000084,2894,E07000214,1245,E06000036,1168,E06000041,920,16852,9005
E07000090,55875,41444,5043,18735,E06000044,10915,E07000225,3100,E07000085,2961,E07000087,1944,E07000094,1775,E06000044,7155,E07000085,2359,E07000087,1832,E07000225,1470,E07000094,1237,11402,3613
E07000091,83749,68782,11529,34509,E06000045,9114,E07000086,2723,E07000093,2463,E06000028,2210,E07000048,2056,E06000045,5481,E06000028,2607,E07000049,2490,E07000048,2330,E07000086,1801,19145,8035
E07000092,51271,45949,4565,16367,E07000214,4693,E07000209,3579,E07000089,3238,E07000216,2703,E06000036,1158,E07000089,4675,E07000214,2806,E07000209,2656,E07000216,2174,E07000085,1236,14968,11470
E07000093,60042,53532,7563,23013,E06000045,4827,E07000094,4021,E07000086,3253,E06000054,2539,E07000084,2359,E06000054,5394,E06000045,4674,E07000091,2463,E07000086,2445,E07000094,1556,12467,6424
E07000094,57793,71747,8857,20961,E07000086,3034,E06000045,2923,E06000044,2098,E07000087,1909,E07000084,1616,E07000086,8832,E06000045,5368,E07000087,4943,E07000093,4021,E06000044,2627,16395,16138
E07000095,46481,33723,3949,11623,E09000010,5002,E07000097,3553,E07000072,1576,E07000104,1526,E09000001,1522,E07000097,3601,E09000010,2203,E07000072,1781,E07000073,1398,E07000104,722,17730,8446
E07000096,73921,59841,9021,27003,E07000100,3420,E07000103,3278,E07000102,2102,E09000033,2050,E07000004,1634,E06000056,3094,E07000004,2720,E06000032,2377,E07000100,2241,E07000102,1497,25413,11888
E07000097,72644,52482,8817,21543,E07000095,3601,E07000104,3530,E07000073,3467,E07000077,3418,E09000001,2717,E07000095,3553,E07000077,2972,E07000073,2737,E07000101,1558,E07000099,1543,25551,9759
E07000098,49933,41921,6292,10378,E09000003,4206,E07000103,2466,E09000033,2340,E07000100,1698,E09000007,1671,E09000003,3595,E07000103,2352,E07000100,2122,E09000015,1722,E07000104,1682,20882,13778
E07000099,65407,48019,7732,19932,E07000101,6362,E07000104,3943,E07000012,2100,E06000056,1792,E06000032,1721,E06000056,5726,E07000101,3710,E07000012,1812,E06000032,1282,E07000097,968,21825,6857
E07000100,71818,56695,9411,20475,E07000104,4793,E09000001,3540,E09000033,3170,E07000096,2241,E07000098,2122,E07000096,3420,E06000032,3212,E07000104,3196,E06000056,2468,E07000098,1698,26066,12815
E07000101,42934,41472,3233,17491,E07000099,3710,E07000104,3669,E07000097,1558,E07000100,758,E09000033,617,E07000099,6362,E06000056,3085,E07000097,1570,E07000104,1474,E06000032,1106,11898,7151
E07000102,44333,31421,5540,7297,E07000103,5747,E09000017,2352,E09000033,2020,E09000015,1801,E07000096,1497,E07000103,3483,E07000096,2102,E09000017,1462,E09000015,1362,E07000098,849,18079,9326
E07000103,47835,47320,4093,14428,E07000102,3483,E07000098,2352,E09000033,1705,E07000100,1539,E07000096,1461,E07000102,5747,E07000096,3278,E07000098,2466,E09000015,2377,E07000100,1732,18774,13199
E07000104,53358,64453,5566,20391,E07000100,3196,E07000098,1682,E09000033,1482,E07000101,1474,E07000097,1430,E07000100,4793,E07000099,3943,E07000101,3669,E07000097,3530,E06000056,2285,18137,20276
E07000105,57956,49647,7381,27231,E07000110,2882,E07000112,2639,E07000106,1843,E07000116,1138,E07000115,953,E07000112,4759,E07000106,1897,E07000110,1636,E07000108,1379,E07000113,983,13889,4381
E07000106,66079,61776,7749,34548,E07000113,2367,E07000108,2321,E07000114,2232,E07000105,1897,E06000035,1099,E07000108,4896,E07000114,4564,E07000113,3390,E07000112,1954,E07000105,1843,13866,2832
E07000107,49818,50340,3851,13901,E09000004,5065,E09000033,2127,E07000109,1929,E07000111,1853,E09000011,1797,E07000109,6710,E09000004,5948,E06000035,3977,E07000111,3010,E09000011,1740,19295,11203
E07000108,50716,39275,5313,24003,E07000106,4896,E07000112,4572,E07000114,1899,E07000105,1379,E07000110,551,E07000114,2874,E07000112,2632,E07000106,2321,E07000105,570,E07000113,323,8103,1239
E07000109,47868,27109,3964,12990,E07000107,6710,E06000035,2389,E09000004,1864,E09000033,1338,E09000001,1159,E06000035,3185,E07000107,1929,E07000111,666,E09000004,586,E07000110,569,17454,3220
E07000110,78511,69939,9267,30693,E07000115,7479,E06000035,4165,E07000116,2671,E07000105,1636,E07000113,1533,E06000035,7578,E07000115,5471,E07000113,3190,E07000105,2882,E07000116,1838,21067,9020
E07000111,56499,41542,7846,12767,E09000006,3095,E07000107,3010,E09000001,3004,E09000033,2524,E07000115,2119,E07000115,3378,E09000006,2679,E07000116,1924,E07000107,1853,E09000004,1151,22134,9944
E07000112,48639,40045,5431,23622,E07000105,4759,E07000108,2632,E07000106,1954,E07000110,795,E07000115,366,E07000108,4572,E07000105,2639,E07000106,1097,E07000114,655,E07000110,268,9080,1761
E07000113,63118,46956,6524,27833,E06000035,4751,E07000106,3390,E07000110,3190,E07000115,1459,E07000105,983,E06000035,4201,E07000106,2367,E07000110,1533,E07000105,706,E07000114,568,14988,3224
E07000114,55589,42790,5905,31039,E07000106,4564,E07000108,2874,E07000112,655,E07000113,568,E07000105,521,E07000106,2232,E07000108,1899,E07000112,349,E07000113,303,E06000035,156,9463,907
E07000115,60326,55183,6917,17501,E07000110,5471,E07000116,4261,E07000111,3378,E06000035,2523,E09000001,1817,E07000110,7479,E06000035,6354,E07000116,4062,E07000111,2119,E07000113,1459,18458,9292
E07000116,57630,50381,8177,22088,E07000115,4062,E09000001,2098,E07000111,1924,E07000110,1838,E09000033,1832,E07000115,4261,E07000065,4119,E07000110,2671,E07000064,1520,E07000111,1278,15611,6267
E07000117,38304,34961,2971,17395,E07000122,4692,E07000120,2151,E06000008,2103,E07000124,1187,E07000125,825,E07000122,5159,E07000120,2149,E07000125,1588,E06000008,1331,E07000124,1173,6980,3195
E07000118,53890,38164,5890,17280,E07000126,6537,E07000123,4770,E08000001,2453,E08000010,1912,E06000008,1328,E07000126,4071,E08000010,2048,E08000001,1468,E07000123,1374,E07000127,942,13720,5091
E07000119,34796,40963,4152,15100,E06000009,5167,E07000123,2904,E07000128,1310,E07000126,611,E07000124,412,E06000009,7312,E07000128,3353,E07000123,3320,E07000126,2112,E07000118,818,5140,4796
E07000120,36138,28794,2898,13194,E06000008,6278,E07000117,2149,E07000124,1923,E07000125,1337,E07000122,851,E06000008,3351,E07000117,2151,E07000124,1433,E07000125,1330,E07000122,1226,7508,3211
E07000121,63197,54663,6772,39800,E07000031,3046,E07000123,1657,E07000128,1040,E07000119,536,E06000009,500,E07000031,2007,E07000128,1452,E07000123,542,E07000163,516,E06000009,354,9846,3220
E07000122,39498,32025,3423,18170,E07000117,5159,E07000163,1713,E06000008,1249,E07000120,1226,E07000124,1108,E07000117,4692,E07000120,851,E07000125,701,E07000124,645,E06000008,636,7450,2907
E07000123,64462,83547,5113,34082,E07000126,5186,E07000119,3320,E07000124,1891,E07000118,1374,E07000128,1299,E07000126,13492,E07000118,4770,E07000119,2904,E07000128,2404,E06000008,2315,12197,18467
E07000124,28940,28146,4175,9896,E06000008,3126,E07000123,2155,E07000120,1433,E07000117,1173,E07000122,645,E06000008,1942,E07000120,1923,E07000123,1891,E07000126,1298,E07000117,1187,6337,5834
E07000125,32936,21756,3322,10863,E08000005,2587,E08000002,2176,E07000117,1588,E08000003,1511,E07000120,1330,E07000120,1337,E08000002,1281,E08000005,892,E07000117,825,E06000008,648,9559,2588
E07000126,56036,45797,4775,17478,E07000123,13492,E07000118,4071,E07000119,2112,E07000124,1298,E06000008,1276,E07000118,6537,E07000123,5186,E08000010,1405,E06000008,1278,E07000127,1177,11534,7961
E07000127,52045,46210,5768,20637,E08000014,5476,E08000012,3042,E08000010,2483,E07000123,1298,E08000013,1177,E08000014,5220,E08000010,4763,E08000013,1775,E08000012,1461,E07000118,1077,12164,5509
E07000128,48895,34065,5543,17703,E06000009,10119,E07000119,3353,E07000123,2404,E07000121,1452,E07000126,534,E06000009,4902,E07000119,1310,E07000123,1299,E07000121,1040,E07000126,404,7787,1864
E07000129,48510,48584,4867,12068,E06000016,13849,E07000131,2439,E07000132,2310,E07000135,2131,E07000130,1400,E06000016,11508,E07000132,3901,E07000130,3452,E07000131,2920,E07000135,2479,9446,7389
E07000130,79998,63138,8061,32037,E06000016,15359,E07000129,3452,E07000134,3263,E06000018,1358,E07000132,1120,E06000016,5496,E07000134,3650,E07000176,2048,E07000133,1454,E07000132,1443,15348,8949
E07000131,44413,39284,6578,13159,E06000016,6397,E07000129,2920,E07000135,1628,E07000220,983,E07000153,910,E06000016,3737,E07000129,2439,E07000132,2067,E07000220,1318,E07000153,1267,11838,8719
E07000132,54065,39011,5915,17419,E06000016,6251,E07000129,3901,E07000219,2104,E07000131,2067,E07000134,1870,E07000219,2606,E07000129,2310,E06000016,1962,E07000134,1475,E07000130,1120,14538,6204
E07000133,26380,20490,3578,10770,E06000016,1802,E07000130,1454,E06000017,1036,E06000018,865,E07000141,801,E07000130,1009,E06000016,984,E07000141,894,E07000176,561,E06000017,484,6074,2210
E07000134,46522,50615,5069,18880,E07000130,3650,E06000016,2318,E07000132,1475,E07000039,1443,E07000129,1323,E07000039,3995,E07000130,3263,E06000015,2616,E07000036,1891,E07000132,1870,12364,13031
E07000135,26550,19584,2235,5479,E06000016,9930,E07000129,2479,E07000131,1126,E07000130,699,E07000132,396,E06000016,5568,E07000129,2131,E07000131,1628,E07000130,825,E07000132,458,4206,1260
E07000136,30978,28592,2892,18205,E07000140,2920,E07000137,1432,E07000139,807,E07000141,312,E07000138,280,E07000137,3278,E07000140,1677,E07000139,1121,E07000141,321,E07000138,187,4130,911
E07000137,56911,47780,8931,30498,E06000012,3336,E07000136,3278,E07000138,1527,E07000139,1051,E07000142,846,E07000136,1432,E07000139,1396,E06000012,1257,E07000142,919,E07000138,774,7444,2573
E07000138,44776,52138,3132,23423,E07000139,6795,E07000142,2230,E07000175,1426,E07000137,774,E07000141,426,E07000139,11050,E07000142,7888,E07000137,1527,E07000175,959,E07000141,647,6570,3512
E07000139,52708,42194,6063,19805,E07000138,11050,E07000141,2247,E07000137,1396,E07000175,1338,E07000142,1291,E07000138,6795,E07000142,1978,E07000141,1501,E07000137,1051,E07000175,917,9518,4084
E07000140,41801,35834,5066,21813,E06000031,3266,E07000136,1677,E07000141,1303,E07000010,1294,E07000146,1059,E07000136,2920,E07000141,1339,E06000031,1141,E07000146,901,E07000010,727,6323,1927
E07000141,66971,52797,8118,30494,E06000031,7791,E06000017,2301,E07000139,1501,E07000140,1339,E07000175,1114,E06000031,2682,E07000139,2247,E07000140,1303,E06000017,1244,E07000175,1079,14313,5630
E07000142,42323,28470,5866,13435,E07000138,7888,E06000013,2944,E07000139,1978,E06000012,1760,E07000171,1054,E07000138,2230,E06000013,1421,E07000139,1291,E06000012,864,E07000137,846,7398,2517
E07000143,61794,45987,7706,25903,E07000148,4628,E07000149,4201,E07000146,2549,E07000201,2404,E07000204,2303,E07000149,2697,E07000146,1661,E07000148,1504,E07000201,1187,E07000144,1157,12100,4172
E07000144,62011,42622,6892,16872,E07000148,19976,E07000149,4779,E07000147,2711,E07000145,1668,E07000143,1157,E07000148,7681,E07000149,3455,E07000147,3003,E07000143,1871,E07000145,1333,7956,1515
E07000145,41545,36924,3909,23765,E07000206,2787,E07000148,2031,E07000144,1333,E07000149,842,E07000147,825,E07000206,4142,E07000144,1668,E07000149,854,E07000148,848,E07000147,766,6053,972
E07000146,67770,58115,8183,38885,E07000010,3509,E07000143,1661,E07000147,1327,E07000201,1203,E07000140,901,E07000143,2549,E07000010,2032,E07000147,1273,E07000140,1059,E07000144,420,12101,3714
E07000147,43651,35850,7044,20300,E07000148,3540,E07000144,3003,E07000146,1273,E07000149,891,E07000145,766,E07000144,2711,E07000143,1338,E07000146,1327,E07000148,1078,E07000145,825,6834,1227
E07000148,62748,85370,4855,32123,E07000144,7681,E07000149,7025,E07000143,1504,E07000147,1078,E07000145,848,E07000144,19976,E07000149,13361,E07000143,4628,E07000147,3540,E07000145,2031,7634,4856
E07000149,60798,49712,8041,19000,E07000148,13361,E07000144,3455,E07000143,2697,E07000206,2303,E07000203,1782,E07000148,7025,E07000144,4779,E07000143,4201,E07000206,1650,E07000203,1372,10159,3644
E07000150,30779,29176,1880,18120,E07000153,3032,E07000154,982,E07000152,761,E07000156,438,E06000017,372,E07000153,3593,E07000152,1115,E07000131,637,E06000031,457,E06000017,450,5194,2924
E07000151,39789,35928,5867,12786,E07000154,6306,E07000220,1579,E07000155,1456,E07000177,905,E06000042,759,E07000154,4177,E07000220,3603,E08000026,1196,E07000155,1092,E07000153,763,10131,6444
E07000152,43651,27900,5264,12593,E07000156,4534,E07000154,3293,E07000153,2627,E06000055,2344,E06000031,1625,E07000156,2325,E07000153,1715,E06000031,1158,E07000154,858,E07000150,761,11371,3226
E07000153,47164,39150,4625,20545,E07000150,3593,E07000154,3559,E07000156,2656,E07000152,1715,E07000131,1267,E07000150,3032,E07000152,2627,E07000156,2239,E07000154,1769,E07000131,910,9204,3403
E07000154,107167,111094,8548,63048,E06000042,4221,E07000151,4177,E07000155,3727,E07000156,3117,E07000153,1769,E07000151,6306,E07000155,6275,E07000156,5802,E07000153,3559,E07000152,3293,18560,14263
E07000155,46045,30853,6918,9958,E07000154,6275,E06000042,5631,E07000177,4278,E07000004,1296,E07000151,1092,E07000154,3727,E07000177,2224,E07000151,1456,E06000042,1311,E07000004,807,10597,4452
E07000156,36504,31860,3363,13549,E07000154,5802,E07000152,2325,E07000153,2239,E06000042,1378,E06000055,730,E07000152,4534,E07000154,3117,E07000153,2656,E07000151,634,E07000155,517,7118,3490
E06000048,147827,115030,18334,74442,E08000021,19289,E08000022,10506,E08000020,4691,E08000024,1677,E06000047,1676,E08000021,6275,E08000022,6256,E08000020,3592,E06000047,2279,E08000024,1027,17212,2825
E07000163,27916,25415,4751,11763,E08000032,3963,E08000035,1088,E07000122,596,E07000121,516,E07000031,413,E08000032,4279,E07000122,1713,E08000035,467,E07000121,340,E07000165,297,4826,1805
E07000164,45714,45946,7526,20799,E07000165,2377,E06000014,2158,E06000002,1817,E06000004,1494,E06000003,932,E06000014,2915,E07000166,2057,E07000165,1920,E06000004,1659,E06000002,1450,8611,7620
E07000165,82088,77220,12446,45408,E08000035,8481,E07000164,1920,E06000014,1837,E08000032,1202,E08000036,467,E08000035,6019,E07000164,2377,E06000014,2194,E08000032,1485,E07000169,710,10327,6581
E07000166,28015,26090,5034,13801,E07000164,2057,E06000005,1387,E06000047,640,E07000165,593,E06000004,333,E06000005,1286,E07000164,848,E06000047,778,E07000165,399,E06000004,236,4170,3708
E07000167,25818,24342,5283,12012,E06000014,2125,E07000168,1314,E07000164,523,E06000011,454,E06000047,388,E07000168,2036,E06000014,1730,E06000011,1016,E07000164,458,E06000010,276,3719,1531
E07000168,48747,43012,6606,31348,E07000167,2036,E06000011,856,E06000003,632,E06000014,533,E07000164,280,E06000011,1622,E07000167,1314,E06000003,521,E06000014,260,E07000169,232,6456,1109
E07000169,43495,32827,5230,14362,E08000035,6193,E06000014,5093,E08000036,3039,E06000011,1607,E07000165,710,E06000011,2524,E08000036,2518,E08000035,2047,E06000014,1805,E08000017,1312,7261,3029
E07000170,55484,49334,4209,19362,E06000018,7571,E07000174,4548,E07000032,2568,E07000033,2199,E07000172,1647,E07000174,6949,E06000018,2860,E07000033,2293,E07000173,1947,E07000175,1764,13380,9950
E07000171,53092,48555,5624,26770,E08000017,3345,E08000019,1829,E08000018,1771,E07000175,1489,E07000033,1007,E08000017,2226,E08000018,2169,E07000175,1719,E07000033,1658,E07000174,1093,11257,7296
E07000172,53367,35609,4737,11874,E06000018,15394,E07000036,3761,E07000176,1814,E07000032,1733,E06000015,1723,E06000018,4890,E07000036,3968,E07000170,1647,E07000173,1416,E07000032,1414,12331,5663
E07000173,55929,33037,5267,12336,E06000018,20015,E07000176,2686,E07000170,1947,E07000172,1416,E07000175,1410,E06000018,6117,E07000170,1629,E07000176,1585,E07000175,1474,E07000172,1049,10852,3580
E07000174,48561,37549,3669,17969,E07000170,6949,E07000175,3593,E06000018,2443,E07000033,2229,E07000171,1093,E07000170,4548,E07000175,3132,E07000033,1997,E07000173,1137,E06000018,872,10616,4225
E07000175,54899,47304,7086,22891,E06000018,3480,E07000174,3132,E07000170,1764,E07000171,1719,E07000173,1474,E07000174,3593,E07000171,1489,E07000138,1426,E07000173,1410,E07000139,1338,13353,8071
E07000176,55665,42655,7535,14223,E06000018,15002,E07000130,2048,E07000173,1585,E07000172,1229,E07000175,994,E06000018,6962,E07000173,2686,E07000172,1814,E07000175,1109,E07000130,1035,13049,7291
E07000177,75249,66773,8727,34879,E07000178,9528,E07000181,2269,E07000155,2224,E07000180,1584,E07000004,1582,E07000155,4278,E07000181,3321,E07000178,2187,E07000004,2160,E07000221,1377,14456,9844
E07000178,70245,95612,7431,42406,E07000180,3574,E07000179,2541,E07000177,2187,E07000181,1245,E09000033,532,E07000180,10753,E07000177,9528,E07000181,7541,E07000179,7369,E07000004,1445,10329,9139
E07000179,70714,56656,10709,22358,E07000178,7369,E07000180,6217,E06000038,2514,E07000007,2236,E07000004,1586,E07000180,3946,E07000004,2622,E06000038,2615,E07000178,2541,E07000007,1521,17725,10344
